"_id","name","agency","category","compartments","relatedItemsParents","relatedItemsChildren","relatedItems","family","status","links","description"
"XGFELvfiGdyaKpx3v","TUTELAGE","NSA","program","","[[TURBULENCE]]","","[[TURBULENCE]]","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,https://www.eff.org/document/20131230-spiegel-qfire,eff.org - Slides about QUANTUM, QFIRE and TURBULENCE","Part of the [[TURBULENCE]] program. NSA's own defense system against hacking."
"Q2XEX728NAiMJkzxP","TWDRYYARD","NSA","program","","","","[[TAWDRYYARD]]","collect","unknown","https://www.schneier.com/blog/archives/2014/01/tawdryyard_nsa.html|schneier.com - tawdryyard_nsa.html,https://www.schneier.com/blog/archives/2014/01/tawdryyard_nsa.html|schneier.com - tawdryyard_nsa.html","Relationship with [[TAWDRYYARD]] explained by Bruce Schneier on his blog."
"A3vzkdK9HeYWSEcHo","TWISTEDKILT","NSA","attack vector","","","","[[SWAP]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","a hard drive firmware updating program used to install malicious firmware of a victim hard drive"
"JTcDnLPvRgd4d9NAr","TYPHONHX","NSA","program","[[S]],[[SI]],[[FVEY]]","","","[[CANDYGRAM]],[[DRTBOX]],[[NEBULA]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's codenames (.ods)","TYPHON HX is a GSM base station router. Used to collect call logs from targeted phones. Administrated with a laptop via SMS, but is otherwise a standalone unit. There is no apparent ability to network these together, though other units, running the same software can do so (CYCLONE Hx9)."
"jPp4WLa2Dstvg9haF","UAV","[[CIA]]","attack vector","","","","","hardware","active","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,https://firstlook.org/theintercept/article/2014/02/10/the-nsas-secret-role/,theintercept.org - The NSA%u2019s Secret Role in the U.S. Assassination Program","Unmanned aerial vehicle. A drone. The NSA is using complex analysis of electronic surveillance, rather than human  intelligence, as the primary method to locate targets for lethal drone  strikes %u2013 an unreliable tactic that results in the deaths of innocent or  unidentified people. In one tactic, the NSA %u201Cgeolocates%u201D the SIM card or handset of a suspected terrorist%u2019s mobile phone, enabling the CIA and U.S. military to conduct night raids and drone strikes to kill or capture the individual in possession of the device."
"9JLpEBxD4pnKTCqTq","UNIFORM","CSE","","","","","","compartment","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","Canada%u2019s Communications Security Establishment (CSE)"
"zSaGCELP2viEnRedB","UNITEDRAKE","NSA","attack vector","","[[FERRETCANNON]]","","[[IRATEMONK]],[[FERRETCANNON]],[[FOXACID]]","network","unknown","https://www.schneier.com/blog/archives/2013/10/the_nsas_new_ri.html,Schneier.com - The NSA's New Risk Analysis,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A program similar to [[STRAITBIZARRE]], used for uploading malicious HDD firmware, works with [[SLICKERVICAR]]. Known components include a GUI, a database, and a server, and a manned listening post. It includes a trojan of the same name. Digital Network Technologies (DNT), a private company, actively maintains the listening posts for [[UNITEDRAKE]], as well as design and deploy malware."
"Es5jy7LMYKG9Bdasa","UPSTREAM","NSA","program","","[[NSA]]","[[FAIRVIEW]],[[BLARNEY]],[[STORMBREW]],[[OAKSTAR]]","","collect","unknown","http://www.wired.com/science/discoveries/news/2006/05/70908,Wired.com - AT&T Whistle-Blower's Evidence,http://en.wikipedia.org/wiki/UPSTREAM,en.wikipedia.org - Room 641A,http://electrospaces.blogspot.fr/2014/01/slides-about-nsas-upstream-collection.html, electrospaces.blogspot.fr","The UPSTREAM program is a telecommunication interception facility operated by [[AT&T]] for the NSA that commenced operations in 2003 and was exposed in 2006. Room 641A is located in the SBC Communications building at 611 Folsom Street, San Francisco, three floors of which were occupied by AT&T before SBC purchased AT&T. The room was referred to in internal AT&T documents as the SG3 [Study Group 3] Secure Room. It is fed by fiber optic lines from beam splitters installed in fiber optic trunks carrying Internet backbone traffic and, as analyzed by J. Scott Marcus, a former CTO for GTE and a former adviser to the FCC, has access to all Internet traffic that passes through the building, and therefore ""the capability to enable surveillance and analysis of internet content on a massive scale, including both overseas and purely domestic traffic."" Former director of the NSA's World Geopolitical and Military Analysis Reporting Group, William Binney, has estimated that 10 to 20 such facilities have been installed throughout the United States."
"SmzvqRHnetZo4MkTA","VAGRANT","NSA","program","","[[BLACKFOOT]]","","[[CTX4000]],[[CW]],[[DROPMIRE]],[[RAGEMASTER]],[[PHOTOANGLO]],[[NIGHTWATCH]],[[GOTHAM]],[[VIEWPLATE]]","collect","unknown","https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr,https://www.schneier.com/blog/archives/2013/10/code_names_for.html,schneier.com - Code Names for NSA Exploit Tools,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","collection of computer Screens. The monitor cables are rigged with an RF retro reflector, ([[RAGEMASTER]]). [[VAGRANT]] collection therefor requires a continuous RF generator such as [[CTX4000]] or [[PHOTOANGLO]], and a system to process and display the returned video signal such as [[NIGHTWATCH]], [[GOTHAM]], [[LS-2]] (with an external monitor), or [[VIEWPLATE]]. Known to be deployed in the field , as of September 2010 at the following embassies: Brazil's UN Mission in NY ([[POKOMOKE]]), France's UN Mission in NY ([[BLACKFOOT]]), India's Embassy and annex in DC, and India's UN Mission in New York. India's embassies were slated to be detasked, at the time of the document. Context of documents seems to suggest, but does not definitively prove that the coverterm VAGRANT only applies to the signal itself."
"8iw5qPjGrS4mrziEA","VALIDATOR","NSA","attack vector","","","","[[FOXACID]],[[SCHOOLMONTANA]],[[SIERRAMONTANA]],[[STUCCOMONTANA]],[[SOMBERKNAVE]],[[OLYMPUS]],[[UNITEDRAKE]]","software","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2] The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.spiegel.de/fotostrecke/nsa-dokumente-so-knackt-der-geheimdienst-internetkonten-fotostrecke-105326-13.html,Spiegel.de - NSA-Dokumente: So knackt der Geheimdienst Internetkonten","A software based malware item designed to run on certain Juniper routers (J, M, and T Series) running the JUNOS operating system. It must be maintained by means of a malicious BIOS modification. A typical use case involves the exfiltration of data from the victimized system. A separate document describes VALIDATOR as a backdoor used against Windows systems (win 98-2003). In this instance, it will identify the system, and if it is truly a target, invite a more sophisticated trojan in, such as [[UNITEDRAKE]] or [[OLYMPUS]]. This trojan has been used to de-anonymize tor users. A third version of VALIDATOR works for Apple iOS devices. The [[QUANTUMNATION]] states that the success rate against iOS devices is 100%."
"XsdnmHLzPwmKwFds2","VIEWPLATE","NSA","program","","[[ANGRYNEIGHBOR]]","","[[NIGHTWATCH]],[[PHOTOANGLO]]","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA's codenames (.ods),https://www.schneier.com/blog/archives/2014/01/nightwatch_nsa.html,schneier.com - NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-nightwatch.jpg,leaksource.wordpress.com - TAO Catalog Page with Graphics,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Replacement for the [[NIGHTWATCH]] system. If it's the same, it's a specialized system for processing, reconstructing and displaying video signals collected by [[VAGRANT]]. And returned to a [[CTX4000]] or a [[PHOTOANGLO]] system"
"r2fYZRiWEXGdKvhCi","WABASH","NSA","compartment","","[[GENIE]]","[[HIGHLAND]],[[PBX]]","[[CROSSBEAM]],[[IRONCHEF]],[[FLUXBABBIT]],[[GODSURGE]]","target","unknown","www.lemonde.fr/international/article/2013/10/22/la-diplomatie-francaise-sur-ecoute-aux-etats-unis_3500717_3210.html,LeMonde.fr - La diplomatie francaise sur \E9coute aux etats-unis,https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr","A list from September 2010 says that French diplomatic offices in Washington and at the United Nations in New York were also targeted, and given the codenames WABASH and [[BLACKFOOT]] respectively. NSA technicians installed bugs"
"4ZyNioTHtaGiJTCpB","WAGONBED","NSA","attack vector","","","","[[CROSSBEAM]],[[IRONCHEF]],[[FLUXBABBIT]],[[GODSURGE]]","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","a malicious hardware device that provides covert 2-way RF communications on the I2C channel of HP Proliant 380DL G5 servers. [[WAGONBED]] 2 can be mated with a Motorola G20 GSM module to form [[CROSSBEAM]]."
"r8FWoSb3YPogrcfS9","WATERWITCH","NSA","program","[[S]],[[SI]]","","","[[TYPHON]]","target","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, cryptome.org - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog (.pdf),http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.digitaltrends.com/web/nsa-malware-code-names/#/6|,TURBOPANDA, RAGEMASTER, and 13 other NSA codenames that prove spies laugh, too","Handheld device for homing in on target handsets, used in conjunction with [[TYPHON]] or similar systems to provide more precise location information."
"R4B3R8MuYCt4q9RRs","WINDSTOP","NSA","program","[[SECRET]],[[SI]],[[REL TO USA]],[[REL TO UK]]","[[MUSCULAR]]","[[INCENSER]],[[MUSCULAR]]","[[XKEYSCORE]],[[TURMOIL]],[[WEALTHYCLUSTER]]","collect","active","https://en.wikipedia.org/wiki/MUSCULAR, en.wikipedia.org -MUSCULAR ,http://cryptome.org/2013/12/nsa-windstop.pdf,Cryptome.org - WINDSTOP","collect of data, like [[DNI]] and [[DNR]], most volume by [[DS-300]] ([[INCENSER]]) and [[DS-200B]] ([[MUSCULAR]])"
"DDAQkvYrPha2uXfWu","WINTERLIGHT","NSA","program","","","","[[QUANTUM]],[[XKEYSCORE]],[[TAO]]","collect","unknown","http://cryptome.org/2013/12/nsa-se-fra-xkeyscore.pdf,USA - Sweden about Intelligences","spotted on this document (see links) between USA and Sweden (FRA)."
"cj9YTsXfTZH3NxmN6","WHITETAMALE","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Operation against the Mexican Public Security Secretariat"
"gbCAhXxQxmJdBopKw","WISTFULTOLL","NSA","attack vector","","","","[[IRATEMONK]],[[STRAITBIZARRE]],[[SEAGULLFARO]],[[UNITEDRAKE]],[[RETURNSPRING]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.theregister.co.uk/2013/12/31/nsa_weapons_catalogue_promises_pwnage_at_the_speed_of_light/?page=2,TheRegister - How the NSA hacks PCs, phones, routers, hard disks 'at speed of light': Spy tech catalog leaks,https://www.schneier.com/blog/archives/2014/02/wistfultoll_nsa.html,WISTFULTOLL: NSA Exploit of the Day","A plugin for [[UNITEDRAKE]] and [[STRAITBIZARRE]] that extracts WMI and registry information from the victim machine. Also available as a stand-alone executable. Can be installed either remotely, or by USB thumb drive. In the latter case, exfiltrated data will be stored on that same thumb drive. Works on Windows 2000, XP, and 2003."
"LytNEP92CJjm9CAzc","WOLFPOINT","NSA","compartment","","[[STORMBREW]]","","[[ARTIFICE]],[[STORMBREW]]","collect","unknown","http://www.washingtonpost.com/world/national-security/nsa-tracking-cellphone-locations-worldwide-snowden-documents-show/2013/12/04/5492873a-5cf2-11e3-bc56-c6ca94801fac_story.html,Washingtonpost.com - NSA tracking cellphone locations worldwide, Snowden documents show","A [[SIGAD]] known as [[STORMBREW]], for example, relies on two unnamed corporate partners described only as [[ARTIFICE]] and [[WOLFPOINT]]. According to an NSA site inventory, the companies administer the NSA%u2019s %u201Cphysical systems,%u201D or interception equipment, and %u201CNSA asks nicely for tasking/updates.%u201D"
"mrzcXi8fMCfkn4PGY","WRANGLER","NSA","program","","","","","collect","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Electronic intelligence intercept raw database"
"eHM8BEA6QwetofPH4","XCONCORD","NSA","program","","","","","Process","unknown","http://buggedplanet.info/index.php?title=XCONCORD , Buggedplanet.info - XCONCORD ","program for finding key words in foreign language documents"
"uqXwqGvBtYYxa9jig","XKEYSCORE","NSA","program","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[FVEY]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]]","[[NSA]]","","[[MARINA]],[[TAO]],[[FORNSAT]],[[SSO]],[[F6]],[[FISA]]","process","unknown","https://www.schneier.com/blog/archives/2013/08/xkeyscore.html,schneier.com - XKeyscore,http://en.wikipedia.org/wiki/XKeyscore,en.wikipedia.org - XKeyscore,http://www.nsa.gov/public_info/press_room/2013/30_July_2013.shtml,nsa.gov -Press Statement on 30 July 2013 from the NSA,http://www.washingtonpost.com/world/national-security/governments-secret-order-to-verizon-to-be-unveiled-at-senate-hearing/2013/07/31/233fdd3a-f9cf-11e2-a369-d1954abcb7e3_story.htmlWashingtonpost.com - , washingtonpost.com -Phone Records Program Released,http://theweek.com/article/index/247684/whats-xkeyscore,theweek.com - What's XKEYSCORE?,http://www.guardian.co.uk/world/2013/jun/27/nsa-online-metadata-collection,guardian.co.uk - NSA online - metadata collection,http://www.theguardian.com/world/interactive/2013/jul/31/nsa-xkeyscore-program-full-presentation,http://www.theguardian.com/world/interactive/2013/jul/31/nsa-xkeyscore-program-full-presentation,http://arstechnica.com/tech-policy/2013/08/nsas-internet-taps-can-find-systems-to-hack-track-vpns-and-word-docs/,arstechnica.com - NSA's Internet Taps Can Find Systems to Hack, Track VPNs and Word Docs","XKEYSCORE is a formerly secret computer system used by the NSA for searching and analyzing Internet data about foreign nationals across the world. The program is run jointly with other agencies including Australia's [[DSD]], and New Zealand's [[GCSB]]. XKEYSCORE is an NSA data-retrieval system which consists of a series of user interfaces, backend databases, servers and software that selects certain types of metadata that the NSA has already collected using other methods."
"kfCa3WvKfDKK7xCd8","YACHTSHOP","NSA","program","","[[OAKSTAR]]","","[[OAKSTAR]],[[MARINA]],[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/OAKSTAR, en.wikipedia.org - OAKSTAR","Subprogram of [[OAKSTAR]] targeting Worldwide DNI Metadata, Access through [[BLUEANCHOR]] partner, contributor to [[MARINA]]."
